Date;T;DewT;rH;Phpa;vms;vmax;Tmax;Tmin;R
19/09/2012;22.8;-1;20.5;855;1.7;3.6;32.9;15;
20/09/2012;22.6;-1.4;20.2;854.4;1.5;3.6;33.8;13.9;
21/09/2012;19.6;-4.2;19.8;854.8;1.8;3.6;33.8;14;
22/09/2012;20.4;-11.9;10.3;854.8;2;4.6;33.8;11;
23/09/2012;21.1;-9.3;12.1;855.7;1.7;3.1;32.7;7.5;
24/09/2012;24;-7.6;11.6;855.7;2;4.1;34.1;15;
25/09/2012;24;-9.3;10.1;855.3;1.5;3.6;34.5;14.1;
26/09/2012;23.9;-4.7;14.6;855.1;1.5;3.1;34.5;12;
27/09/2012;20.1;-4.8;18.3;855.2;1.3;4.1;34.5;12.8;
28/09/2012;19;-17.4;7.1;855.8;2.2;4.6;30.9;8;
29/09/2012;19;-17;7.4;857.2;1.8;4.6;31.2;6.7;
30/09/2012;22.1;-13.5;8.2;857.6;2.6;4.6;31.6;10.7;
01/10/2012;23;-14.1;7.4;857.3;1.4;4.1;33.6;9.6;
02/10/2012;24.7;-1.7;17.4;856.9;1.9;4.6;35.5;12;
03/10/2012;25.1;2.8;23.6;856.9;1.3;2.6;35.5;15.9;
04/10/2012;27.5;0;16.7;854.4;1.5;4.6;35.4;21;0.3
05/10/2012;28.1;-2.9;13;853.5;2.1;3.6;36.2;21;
06/10/2012;28.1;-4.5;11.6;853;2.5;4.1;36.6;19;
07/10/2012;23.4;-1.1;19.7;852.4;2;3.6;37;12;
08/10/2012;23.2;-0.7;20.4;852.9;1.9;3.6;37;11.9;
09/10/2012;24.8;-1.3;17.8;853.8;2;4.1;34.9;16.4;
10/10/2012;25.6;-3.6;14.3;854;2.1;3.6;34.1;20;
11/10/2012;24.8;-4.2;14.3;854.9;2.1;4.1;33;19;
12/10/2012;25.8;-5.3;12.4;854.6;1.9;3.1;34.9;15.7;
13/10/2012;26.2;-4.6;12.9;854;1.9;3.6;35.9;16;
14/10/2012;23.6;-11;9.1;853.2;1.4;3.6;36.6;10.8;
15/10/2012;24.7;-3.8;14.9;853;1.5;3.1;36;11.7;
16/10/2012;25.3;-2.8;15.5;853.5;1.7;4.6;36.2;13.9;
17/10/2012;22.4;-7.9;12.4;852.8;1.9;4.1;36.2;11;
18/10/2012;21.7;-9.7;11.3;851.7;1.8;3.1;35.7;6;
19/10/2012;20.8;-5.8;16.2;851.2;1.6;3.6;34.5;6;
20/10/2012;20.8;-8.6;13.1;852.5;2.1;4.6;33.8;11;
21/10/2012;22.6;-9.4;10.9;853.3;1.8;4.1;33;9;
22/10/2012;25;-7.7;10.8;853.6;2.1;4.1;34.2;14;
23/10/2012;27.1;-9.1;8.6;852.7;2.1;4.1;35.3;18;
24/10/2012;25.7;-5.8;12;;1.4;3.1;36;14.3;
25/10/2012;23.6;-2.7;17.3;853.6;0.8;2.6;36;13.3;
26/10/2012;25.1;3.3;24.3;;1.4;3.6;34;16;
27/10/2012;24.2;9.1;38.3;;1.7;4.1;32;15;
28/10/2012;24.3;8.7;37;;1.7;3.6;33;19;
29/10/2012;25.8;6.9;30;;1.5;3.1;34;19;
30/10/2012;25.1;-0.3;18.8;;1.4;4.1;34;13;
31/10/2012;26.4;-0.8;16.8;851;2.2;4.1;34.8;17.5;
01/11/2012;25.6;-1.3;17;851.8;2.3;4.1;35.1;14.4;
02/11/2012;22.2;4.6;31.6;854.1;2.6;6.2;35.1;15;0.3
03/11/2012;23.2;8.6;39.2;854.2;1.9;4.1;33.6;16;0.5
04/11/2012;23.1;9;40.7;855.5;1.9;3.6;32.6;17;
05/11/2012;19.1;9.6;54.3;;1.6;3.1;30.1;17.5;1
06/11/2012;27.8;2.9;20.2;855.2;1.8;3.6;34.9;20;0
07/11/2012;28.9;-0.5;14.8;854.4;1.9;3.6;36.4;19.7;
08/11/2012;26.7;-0.4;17;852.6;1.7;4.1;36.6;16;
09/11/2012;26.3;-2.6;14.7;851;1.7;3.1;37.7;16;
10/11/2012;26.7;-1;16.2;852;1.7;4.6;37.7;17.7;
11/11/2012;24.7;-0.4;19;854.9;1.4;3.6;37.3;15.8;
12/11/2012;20.8;-0.8;23.6;;0.7;2.6;34.8;16;
13/11/2012;;;;;;;;;
14/11/2012;;;;;;;;;
15/11/2012;27.9;7.6;27.6;854.4;1.7;3.1;36.4;18.8;
16/11/2012;27.2;2.3;20;854.5;1.4;3.1;36.1;17.9;
17/11/2012;26.9;5.4;25.2;854.1;1.4;3.1;36.4;18;
18/11/2012;24.6;8.9;37;855;2.1;4.6;36.4;20;5.3
19/11/2012;25;9.4;37.2;855.9;2.1;4.6;35.2;18;0.3
20/11/2012;23.3;9.1;40.4;855.7;2.1;4.6;33;17;1.3
21/11/2012;23.6;8.8;38.8;855.2;1.9;3.6;33;17;0.3
22/11/2012;23.6;9.5;40.8;853.9;2.1;4.6;32.4;18;2.8
23/11/2012;19.6;13.7;68.8;854.7;1.5;2.6;31.2;17;2.3
24/11/2012;21.7;10.9;50.2;853.2;1.4;3.6;30.5;15.4;
25/11/2012;24.1;3.9;27;853.8;1.8;4.6;33;14;
26/11/2012;24.6;5.6;29.4;856;2.5;5.1;33;17;
27/11/2012;25.6;5.1;26.7;856.4;3.2;6.2;32.8;20;
28/11/2012;24.8;11.7;43.9;856.3;3.3;5.1;32.8;18.9;0.3
29/11/2012;23.2;12.3;50.2;854.9;1.8;4.1;32;17;
30/11/2012;19.7;13.9;69.5;852.5;1.6;3.1;29.8;16;11.7
01/12/2012;20.1;15.4;74.5;852.4;1.7;3.1;26.7;16;6.9
02/12/2012;22.1;11.4;50.8;854.3;1.7;3.6;29.9;14.4;10.7
03/12/2012;24.1;6.6;32.4;853.8;1.5;2.6;33.5;13;0
04/12/2012;24;4.2;27.6;853.5;1.8;3.6;33.5;14.6;
05/12/2012;23.5;4.2;28.6;852.2;1.3;2.6;33.5;13;
06/12/2012;26.8;3.6;22.4;853.9;1.5;3.1;33.9;15;
07/12/2012;23.3;7.7;36.9;855;1.8;3.1;33.3;16.1;
08/12/2012;23.3;12;49.1;855.4;1.7;3.6;33.3;19;
09/12/2012;25.8;8.9;34.5;853.5;1.2;2.6;34.1;17.8;
10/12/2012;25.2;5.1;27.4;852.1;1.7;4.1;34.3;15;
11/12/2012;23.3;-6.9;12.7;850.8;2.9;4.1;34.3;16;
12/12/2012;22.1;1.7;26;850.3;1.9;4.1;32.5;10.8;
13/12/2012;23.2;1.5;24;851.9;2.5;4.6;32.8;13.5;
14/12/2012;24;1.5;22.9;853.2;1.5;3.1;33.6;11.9;
15/12/2012;25.2;1.6;21.4;852.9;2;3.1;34.9;14;
16/12/2012;25.3;3.4;24.1;853.1;1.3;3.1;35;16;
17/12/2012;25.7;4.5;25.6;851.9;1.6;3.6;35;17.9;
18/12/2012;24.6;12.4;46.8;852.9;2.6;4.6;35;19;
19/12/2012;25.2;12.2;44.3;853.2;2.3;5.1;33.7;19;
20/12/2012;21.4;15.1;67.2;853.3;1.7;6.2;33.2;18.2;4.1
21/12/2012;22.8;12.6;52.3;852.3;1.8;3.6;34;16;2.3
22/12/2012;20.8;14.6;67.6;853.7;1.5;5.1;34;17;5.1
23/12/2012;19.4;15.8;79.4;854.3;1.2;2.6;30;17;11.9
24/12/2012;20.8;15.1;69.8;854.5;1.1;2.6;28.3;17;4.3
25/12/2012;23.3;13.3;53.4;853.5;1.9;4.1;32.8;18.4;6.1
26/12/2012;23.2;15.3;61.2;853.5;1.3;3.1;32.8;19;2.3
27/12/2012;23.7;12.8;50.6;853.2;1.5;3.1;32.8;17;
28/12/2012;24.1;8.5;37.1;853.1;1.3;2.6;33.2;15;
29/12/2012;21.8;13.3;58.5;853.8;1.2;3.6;33.2;17;6.1
30/12/2012;22.3;14.8;62.3;853.2;1.8;3.6;33.1;16;6.9
31/12/2012;21.2;15.7;70.6;851.9;1.4;3.6;33.1;17;6.1
01/01/2013;21.1;15.8;71.8;851.5;1.2;3.6;30.3;18;1.5
02/01/2013;21.6;9.1;44.8;852.2;1.9;3.6;31.1;16;
03/01/2013;23.4;9.5;41.2;852.8;1.7;4.1;32.5;15;
04/01/2013;24.6;10.7;41.5;853;1.3;3.6;33.7;15;
05/01/2013;23.1;8.7;39.9;852.4;1.5;3.1;33.7;14.6;0.3
06/01/2013;24.2;8.9;37.8;852.8;1.5;3.1;33.6;14;
07/01/2013;25.4;13.4;47.4;854.1;1.9;3.6;33.5;17;3.6
08/01/2013;24.7;14.3;52.4;853.9;2.3;5.1;33.5;18;0
09/01/2013;22.8;15.4;63.1;853.8;1.8;4.1;32.9;17.3;0.5
10/01/2013;20.7;15.9;73.9;853.4;1.2;3.1;32;16.8;38.6
11/01/2013;20.3;8.7;47.2;852.6;1.8;2.6;29.7;15;0.3
12/01/2013;23.2;10.2;43.9;851.8;1.4;3.6;32.8;13.5;
13/01/2013;24.4;9.1;37.8;852;1.2;2.6;33;16;
14/01/2013;23;10.1;43.9;852;1.8;5.1;33;15.4;
15/01/2013;23.7;14;54.6;852.6;1.6;4.1;32.7;18.5;
16/01/2013;25.2;11.6;42.6;852.9;1.6;3.6;34.7;17.5;
17/01/2013;24.4;11.8;45.3;851.8;2.1;4.1;34.7;16.1;
18/01/2013;22.7;14.2;58.7;852;1.9;4.1;34.4;16;1.3
19/01/2013;24;11.9;46.7;852.1;1.5;4.1;34.2;16;0.3
20/01/2013;23.6;5.1;30.3;852.5;1.7;4.1;34.2;14;
21/01/2013;23.4;1.3;23.3;854.1;1.2;2.1;33.9;13.7;
22/01/2013;32;3;15.9;;1.5;3.1;36.4;;28
23/01/2013;;;;;;;;;
24/01/2013;27.8;9.1;31;;2.6;5.1;33.7;17.8;
25/01/2013;26.2;7.3;30.1;854.6;1.7;3.6;34.5;15.7;
26/01/2013;26.7;4.9;24.7;854.7;2.2;5.1;35.9;16;
27/01/2013;26.2;2.5;21.5;854.4;2.3;4.6;36.2;17;
28/01/2013;24.8;5.5;28.8;854.9;1.7;4.6;36.2;15;
29/01/2013;25.4;8.1;33.2;855.7;1.4;3.1;36.2;16;
30/01/2013;24.5;12.4;47;854.9;1.5;4.6;35.2;17;0.3
31/01/2013;26.7;9.6;34;853.3;1.1;3.1;36.5;19;0.3
01/02/2013;25.9;4.1;24.5;853.3;2.1;4.6;36.6;14;
02/02/2013;27.1;3;21.1;850.9;2;4.1;39.1;12;
03/02/2013;24.1;9.7;40.1;850.4;1.8;3.6;39.1;15;
04/02/2013;21.8;11.6;52.3;852.4;1.3;2.6;35.2;16;10.9
05/02/2013;23.7;8.8;38.8;854.8;1.8;4.1;34.8;15;1.5
06/02/2013;25.2;6.8;31;855.3;1.7;4.1;34.8;16.3;
07/02/2013;23.4;11.2;46;853.6;1.5;3.6;34.1;19;2
08/02/2013;23.3;12.4;50.4;852.2;1.4;3.1;34.3;18;1.5
09/02/2013;25.2;0.2;19.4;852.7;1.8;3.6;34.7;13;0.3
10/02/2013;25.4;-0.7;17.9;852.4;2.1;4.1;35;15;
11/02/2013;25.1;2.4;22.8;852;1.5;4.1;36;13;
12/02/2013;23.1;10.8;45.9;852.6;1.6;4.1;36;16;1
13/02/2013;23.6;10.6;43.9;852.5;1.2;3.1;34.2;15;1.5
14/02/2013;23.7;11.1;45.2;852;1.2;2.6;33.8;15.7;2.3
15/02/2013;18.1;14.1;77.5;;0.4;1;33.6;16;
16/02/2013;;;;;;;;;
17/02/2013;28.2;6.7;25.7;851;2.8;4.6;33.8;17.7;0.3
18/02/2013;25.5;9.8;37.2;851.4;1.7;3.6;34.3;16;
19/02/2013;24.9;7.9;33.9;852.8;1.9;3.6;34.3;16;
20/02/2013;22.8;9.9;44;854.2;1.5;4.1;33.4;16.9;
21/02/2013;23.4;12.7;50.8;854.8;1.9;4.1;32.3;19;1.5
22/02/2013;24.1;9.8;40.6;854.5;1;4.1;32.3;19;1.8
23/02/2013;23.8;11.6;46.1;854.5;1.3;3.6;34.5;16;1
24/02/2013;25.6;9.2;35.6;854.8;1.2;3.1;35.6;16;0.3
25/02/2013;26.6;7.6;30;855.3;1.3;3.6;36.8;18.7;
26/02/2013;25.3;10.1;38.3;856.4;2.1;5.1;36.8;19.6;1.8
27/02/2013;26.4;8.1;31.3;855.5;1.9;3.1;35.7;19;
28/02/2013;24.6;8.2;35.3;854.5;1.4;3.1;35.7;18.7;
01/03/2013;25.3;0.6;19.9;853.1;1.3;2.6;35.5;13;
02/03/2013;26.4;5.1;25.5;853.9;1.9;3.6;36.5;19;
03/03/2013;24.8;10.2;39.6;856.2;1.8;3.6;36.5;17;0.5
04/03/2013;23.5;11.3;46.2;857.4;2.3;4.6;34.6;18.9;0
05/03/2013;24.6;10.7;41.6;856.7;1.7;4.6;31.9;17;
06/03/2013;22.7;12.6;52.7;855.6;1.6;4.6;32.3;18;0.8
07/03/2013;24.1;5.6;30.3;853.8;1.4;3.6;33.7;15;0.3
08/03/2013;25.1;-2.6;15.9;853.1;1.7;3.1;34.8;10;
09/03/2013;27.2;1.5;18.9;854.2;1.5;4.1;36.7;15.3;
10/03/2013;24.3;11.4;44.4;855.2;2.5;6.2;36.7;18;
11/03/2013;23.1;11.2;47.1;856.8;2.4;5.1;33.7;17;
12/03/2013;24.4;7.6;34.2;856.1;3.2;6.2;32.3;18;
13/03/2013;24.2;4.3;27.5;856;3;6.2;33;15.9;
14/03/2013;25.2;3.1;23.7;855.4;1.9;3.6;34.2;16.5;
15/03/2013;25.4;4.5;26;855.2;1.4;4.1;34.2;14.6;
16/03/2013;25.4;7;30.9;854.9;1.4;3.6;34;17;0.3
17/03/2013;25.3;3.3;24;854.4;1;2.6;34.7;14;
18/03/2013;26;4.3;24.8;854.3;1.6;4.1;35.7;16;
19/03/2013;26.9;-1.9;15;853.2;2.3;5.1;36.3;16;
20/03/2013;26.8;-6.1;11.1;853.6;2.7;5.7;36.3;19.7;
21/03/2013;23.2;8.8;39.9;854.9;1.7;5.1;35.8;17;13.7
22/03/2013;25.5;3.3;23.7;854.7;2.3;4.6;34;15.6;
23/03/2013;26.1;5.8;27.3;853.2;1.9;3.1;34.6;18.1;
24/03/2013;24.2;8.6;37.1;854.1;2.7;6.2;34.6;17;0.3
25/03/2013;22.1;9.9;46;855.4;1.5;3.6;32.5;16;0.3
26/03/2013;23.1;10.5;45;854.8;1.8;3.1;32.6;17.9;1.8
27/03/2013;21.4;12.1;55.3;855.8;1.8;3.6;32.6;17;
28/03/2013;20.1;13.3;65.2;856.9;1.6;2.6;30.3;17;10.4
29/03/2013;18.7;15.1;79.3;857.9;1.5;3.6;29.1;16.9;0.5
30/03/2013;18.3;15.1;81.5;855;1.4;2.6;23.7;16;15.5
31/03/2013;20.1;12.8;62.9;853.3;2.4;5.1;27.2;15;35.6
01/04/2013;18.5;7.6;49.1;857.6;1.4;3.1;27.2;10;0
02/04/2013;21.1;4.2;33;856.6;2;4.6;31.3;10;
03/04/2013;20.9;4.6;34.4;855.4;1.9;4.6;31.3;11;
04/04/2013;21.3;4.2;32.6;856.2;2.3;4.6;31.1;14.9;
05/04/2013;20.9;-0.7;23.5;857.4;2.4;5.7;30.6;14;
06/04/2013;20;2.7;31.7;857.8;1.8;4.6;29.6;13;
07/04/2013;21;0.8;26;855.6;1.2;2.1;30.6;11.8;
08/04/2013;21.9;0.9;24.9;855.6;1.4;4.1;31.4;10;
09/04/2013;20.8;-1.2;22.8;856.1;1.2;3.1;31.4;9;
10/04/2013;20.9;-1.6;22;855.3;1.3;2.6;31.3;9;
11/04/2013;21.1;1.4;27;855.3;1.4;3.6;31.3;13;
12/04/2013;24.2;1.5;22.6;854.6;1.2;2.6;32.9;12.6;
13/04/2013;23.3;5.7;31.9;856.6;1.5;4.1;32.9;14;
14/04/2013;22.7;8.7;40.7;858.2;2.5;4.6;32;16;0.5
15/04/2013;22.4;7.2;37.5;857.3;1.4;3.1;31.9;15;
16/04/2013;22.1;5.6;34.2;855.4;1;3.1;32.1;12;
17/04/2013;22.8;3.2;27.6;853.9;1.7;3.6;32.1;12.9;
18/04/2013;19.1;0.1;27.8;852.3;1.9;5.1;31.8;9;
19/04/2013;15.9;-3.6;26;852.6;1.6;3.6;28.9;6.8;
20/04/2013;17.1;-3.3;24.6;855.7;1.7;4.1;28.5;6.8;
21/04/2013;19.6;-5.4;17.9;856.2;1.8;3.1;30.1;10.2;
22/04/2013;13.8;-4.8;27.1;;1.9;3.1;30.1;11.4;
23/04/2013;;;;;;;;;
24/04/2013;;;;;;;;;
25/04/2013;;;;;;;;;
26/04/2013;;;;;;;;;
27/04/2013;;;;;;;;;
28/04/2013;;;;;;;;;
29/04/2013;;;;;;;;;
30/04/2013;;;;;;;;;
01/05/2013;;;;;;;;;
02/05/2013;;;;;;;;;
03/05/2013;;;;;;;;;
04/05/2013;;;;;;;;;
05/05/2013;;;;;;;;;
06/05/2013;;;;;;;;;
07/05/2013;;;;;;;;;
08/05/2013;;;;;;;;;
09/05/2013;;;;;;;;;
10/05/2013;;;;;;;;;
11/05/2013;;;;;;;;;
12/05/2013;;;;;;;;;
13/05/2013;;;;;;;;;
14/05/2013;;;;;;;;;
15/05/2013;;;;;;;;;
16/05/2013;;;;;;;;;
17/05/2013;;;;;;;;;
18/05/2013;;;;;;;;;
19/05/2013;;;;;;;;;
20/05/2013;;;;;;;;;
21/05/2013;;;;;;;;;
22/05/2013;;;;;;;;;
23/05/2013;;;;;;;;;
24/05/2013;;;;;;;;;
25/05/2013;;;;;;;;;
26/05/2013;;;;;;;;;
27/05/2013;;;;;;;;;
28/05/2013;;;;;;;;;
29/05/2013;;;;;;;;;
30/05/2013;;;;;;;;;
31/05/2013;;;;;;;;;
01/06/2013;;;;;;;;;
02/06/2013;;;;;;;;;
03/06/2013;;;;;;;;;
04/06/2013;;;;;;;;;
05/06/2013;;;;;;;;;
06/06/2013;;;;;;;;;
07/06/2013;;;;;;;;;
08/06/2013;;;;;;;;;
09/06/2013;;;;;;;;;
10/06/2013;;;;;;;;;
11/06/2013;;;;;;;;;
12/06/2013;;;;;;;;;
13/06/2013;;;;;;;;;
14/06/2013;;;;;;;;;
15/06/2013;;;;;;;;;
16/06/2013;;;;;;;;;
17/06/2013;;;;;;;;;
18/06/2013;;;;;;;;;
19/06/2013;;;;;;;;;
20/06/2013;;;;;;;;;
21/06/2013;;;;;;;;;
22/06/2013;;;;;;;;;
23/06/2013;;;;;;;;;
24/06/2013;;;;;;;;;
25/06/2013;;;;;;;;;
26/06/2013;;;;;;;;;
27/06/2013;;;;;;;;;
28/06/2013;;;;;;;;;
29/06/2013;;;;;;;;;
30/06/2013;;;;;;;;;
01/07/2013;;;;;;;;;
02/07/2013;;;;;;;;;
03/07/2013;;;;;;;;;
04/07/2013;;;;;;;;;
05/07/2013;;;;;;;;;
06/07/2013;;;;;;;;;
07/07/2013;;;;;;;;;
08/07/2013;;;;;;;;;
09/07/2013;14.3;-4.1;27.7;;0.2;1;27;13;
10/07/2013;13.1;-3.6;31.2;;0.5;1;27;11.9;
11/07/2013;17.4;-2.1;26.5;859.7;2.2;4.6;26.5;8.5;
12/07/2013;15.1;-1.8;31.3;859.8;2.6;5.1;24.1;10;
13/07/2013;14.6;-3.4;28.7;859.1;1.3;2.6;23.8;7;
14/07/2013;14.4;-3.9;27.9;857.7;1.2;3.1;24.5;6;
15/07/2013;14;-4.6;27.2;857.4;0.8;3.1;26;3.9;
16/07/2013;14.7;-4.9;25.4;857.9;0.9;3.6;27;3.9;
17/07/2013;15.2;-5.8;23.1;858.3;0.7;4.6;27.8;4.5;
18/07/2013;15.1;-5.9;23;858.9;0.8;4.6;27.8;4;
19/07/2013;14.8;-5.7;23.8;857.9;0.5;2.1;27.4;4;
20/07/2013;15.4;-7.9;19.3;858.8;1.1;3.1;26.5;5;
21/07/2013;13.1;-13.7;14.2;860.2;1.5;3.6;25.2;5.2;
22/07/2013;13.3;-11.6;16.6;858.3;1.2;4.1;24.8;5;
23/07/2013;12.9;-7.1;24.2;856;1;3.6;24.8;2;
24/07/2013;14.9;-7.7;20.4;858;0.7;3.6;26.3;3.8;
25/07/2013;17.4;-5.4;20.6;861;2.3;5.7;26.3;10.5;
26/07/2013;16;-4.3;24.5;859.6;0.8;3.1;27.1;8;
27/07/2013;15.6;-5.5;23;857;0.8;3.6;27.1;3;
28/07/2013;17;-6.1;20.1;858.8;1;3.1;27.2;5.6;
29/07/2013;15.8;-7.7;19.1;861.6;2.4;5.7;27.2;9;
30/07/2013;15.4;-12.7;13.2;862;1.3;4.6;25;8;
31/07/2013;16.9;-0.7;30.1;861.2;1.8;4.1;25.4;10;
01/08/2013;17.3;0.4;31.9;861.2;2.7;4.6;25.4;12;
02/08/2013;15.3;-3.4;27.4;861.6;1.9;4.6;25.1;9;
03/08/2013;15.3;-4.2;25.9;860.4;1.3;4.1;23.8;9;
04/08/2013;16.7;-3.9;24.1;859.1;0.7;2.1;26.2;9;
05/08/2013;18.3;-2;25.2;857.9;1.4;4.6;26.6;9.6;
06/08/2013;20.2;-4.2;19;855.4;1.8;4.1;26.8;8.5;
07/08/2013;16.1;-4.8;23.4;853.6;0.8;2.6;26.8;6;
08/08/2013;13.2;-10.2;18.6;853.8;1.2;4.1;26.5;3;
09/08/2013;15.2;-8.2;19.2;855.4;0.9;3.1;26.1;3.3;
10/08/2013;17.6;-8.2;16.5;855.8;1.2;4.1;27.8;8;
11/08/2013;14.9;-14.9;11.4;856.4;1.1;3.1;27.8;3;
12/08/2013;14.2;-19.7;8;856;1;3.6;28.4;-0.5;
13/08/2013;15.2;-17.3;9.2;855;1.1;3.6;28.6;2;
14/08/2013;14.3;-15.9;10.9;854.6;0.8;3.1;28.6;0;
15/08/2013;14.5;-10.8;16.3;856.4;0.8;2.6;28.1;0.9;
16/08/2013;18.5;-12.1;11.5;857.6;1;3.6;29.1;7.2;
17/08/2013;15.9;-14.5;11.1;857.2;0.6;2.1;29.6;3;
18/08/2013;16.4;-15.9;9.5;856.4;0.3;1.5;30.5;3;
19/08/2013;19.7;-13.1;9.8;857.3;1.2;3.6;30.9;7.9;
20/08/2013;19.6;-15.2;8.3;857.5;1;4.1;31.4;6;
21/08/2013;18.6;-12.7;10.8;856.7;0.9;4.6;31.4;6;
22/08/2013;19.7;-14.5;8.7;855.4;1.1;3.1;31;8;
23/08/2013;19.1;-13.6;9.8;856.5;0.8;3.6;30;6;
24/08/2013;19.1;-12.9;10.3;856.5;0.5;2.6;29.9;8;
25/08/2013;20.4;-8.2;13.7;856;1.2;4.6;31.4;8;
26/08/2013;20.7;-3.2;19.8;856.6;1;4.6;31.4;9.3;
27/08/2013;22.7;-3.9;16.6;856.9;1.5;4.6;31.1;14.1;
28/08/2013;21.7;-6.8;14.2;856.6;1.6;4.6;31.5;9.7;
29/08/2013;17.9;-10.4;13.6;854;1.5;4.6;31.5;7;
30/08/2013;13;-9.3;20.3;853.3;1.9;5.1;29.3;1.6;
31/08/2013;13.2;-15.1;12.6;854.8;0.7;3.1;26.5;-0.2;
01/09/2013;15.1;-14.1;12;855.8;0.6;2.6;27.9;1.8;
02/09/2013;19.6;-11.7;11.1;856.7;1.4;4.1;30.9;10;
03/09/2013;19.7;-10.1;12.5;857.5;1;4.6;31.7;7;
04/09/2013;22.8;-10.3;10.1;858.1;1.7;4.6;33.2;13;
05/09/2013;22.9;-10.7;9.7;857.6;2.6;5.1;33.2;13.7;
06/09/2013;24.3;-8.2;10.9;856.9;2.1;3.6;33.9;16.1;
07/09/2013;23.1;-5.2;14.7;857.5;1.2;3.6;33.9;14;
08/09/2013;23.1;-4.2;15.9;856.7;1.1;2.6;33.1;12;
09/09/2013;23.8;-2.4;17.4;855.7;1.3;3.1;33.6;13.2;
10/09/2013;24.6;-2.1;17;854.4;1.2;2.6;33.6;16;
11/09/2013;23.4;-4.9;14.8;853.3;1.3;3.1;33.6;14;
12/09/2013;21.9;-3.6;17.9;853.1;2;4.6;33.6;11.8;
13/09/2013;19.8;-3.1;21.1;854.7;1.5;3.6;33;7.7;
14/09/2013;20.6;-5;17.5;855.9;1.5;4.6;31.7;8;
15/09/2013;22.1;-12.2;9.1;856.6;1.5;3.6;33.2;8.5;
16/09/2013;23.9;-11.8;8.4;857.1;2;4.1;34.7;12.3;
17/09/2013;26.2;-10.2;8.3;856.2;1.6;4.1;36;14;
18/09/2013;27;-2.6;14.2;854.2;2;5.1;36;18;
19/09/2013;22.8;-1.1;20.4;852.5;2.3;3.6;35.7;14;
20/09/2013;15.9;-5.6;22.4;853.8;3;5.7;30.3;6.9;
21/09/2013;15.2;-5.9;22.8;855.9;2.7;5.1;25.6;6;
22/09/2013;19;-11.5;11.6;856.4;2.5;5.1;30.2;10;
23/09/2013;23.4;-3.4;16.5;855;1.7;3.6;32.7;12.7;
24/09/2013;23.5;6.2;32.8;855.4;2.1;3.6;32.7;16.4;
25/09/2013;22.1;9.3;44;856.1;2.8;4.1;31.9;17;0.3
26/09/2013;21.1;7.6;41.7;856.4;3.3;5.7;31.3;17;0.3
27/09/2013;23.1;5.2;31.2;855.5;1.7;3.6;32.9;13;0
28/09/2013;23.1;1.9;24.9;854.8;1.7;4.1;33.5;13;
29/09/2013;24.8;-4.2;14.4;855.5;2.2;4.1;34.4;15.4;
30/09/2013;24.9;-11.8;7.9;857.1;3;6.7;34.4;17;
01/10/2013;24.3;1.2;22;858;3.6;5.7;33.9;18;
02/10/2013;23.5;-3.4;16.4;858.2;2.7;4.6;32.6;16.4;
03/10/2013;23.4;-11.2;9.1;857.3;2.5;4.6;32.3;15;
04/10/2013;23.9;-13.4;7.4;856;1.8;3.6;33.7;10;
05/10/2013;25.9;-8.2;9.9;855.7;1.6;2.6;34.8;12.6;
06/10/2013;25.9;-9.8;8.7;855.7;2.1;4.1;35.1;15;
07/10/2013;26.6;-7.5;10;855.5;2.5;4.6;35.1;18;
08/10/2013;27.1;-5.3;11.5;854.9;2.4;4.6;35;20;
09/10/2013;27.4;-0.7;15.9;855.3;2.2;5.1;35;22;
10/10/2013;24.1;2.7;24.7;856.9;1.2;3.1;34.8;20.8;
11/10/2013;28.1;0.9;17.3;855.8;2.2;4.1;35.6;17;
12/10/2013;26.9;1.2;18.9;855.1;1.8;3.1;36;21;
13/10/2013;27.8;-5.7;10.7;853.5;1.8;3.6;36;20;
14/10/2013;27.7;-7.4;9.5;854.2;2.1;4.1;36.2;20;
15/10/2013;27.8;-2.8;13.3;855.7;2;4.1;36.2;19;
16/10/2013;24.9;6.6;31;858.2;2.5;5.7;35.8;19;0.3
17/10/2013;24;9;38.5;856.9;2;2.6;35.6;18;
18/10/2013;27.3;5.8;25.4;854.1;1.8;3.6;35.3;18.8;
19/10/2013;24.9;2.4;23.1;854.1;1.4;3.1;35.3;17;
20/10/2013;24;0.1;20.7;853.4;2.2;4.1;33.3;15.8;
21/10/2013;21.9;-3.6;17.9;853.2;2.6;5.1;32.3;13;
22/10/2013;25.4;-14.1;6.4;854;2.4;4.6;31.6;9.8;
23/10/2013;;;;;;;;;
24/10/2013;;;;;;;;;
25/10/2013;;;;;;;;;
26/10/2013;;;;;;;;;
27/10/2013;;;;;;;;;
28/10/2013;;;;;;;;;
29/10/2013;;;;;;;;;
30/10/2013;24.1;-14.9;6.5;;2.6;4.6;33.3;16;
31/10/2013;21.4;-11.2;10.2;851.3;2;3.6;33.3;11.6;
01/11/2013;19.7;-10.6;12;851.6;1.7;4.6;32.7;7.1;
02/11/2013;23;-8.7;11.3;852.8;2.4;5.7;32.7;12;
03/11/2013;25.3;-10.3;8.7;854.2;2.3;6.2;34.3;17;
04/11/2013;26.5;-10.9;7.7;854.6;1.8;4.1;35.3;13;
05/11/2013;24.2;2.4;24.2;855.5;1.8;3.6;35.3;16.8;
06/11/2013;24.2;4.7;28.4;855.8;1.3;2.6;33.8;16.2;
